"Quality","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","chlorides"
"Low",6.9,0.4,0.17,12.9,59,186,0.99754,3.08,0.49,9.4,"Little"
"Low",6.9,0.4,0.17,12.9,59,186,0.99754,3.08,0.49,9.4,"Little"
"Low",6.9,0.4,0.17,12.9,59,186,0.99754,3.08,0.49,9.4,"Little"
"Low",7.4,0.27,0.31,2.4,15,143,0.99094,3.03,0.65,12,"Little"
"Low",5,0.61,0.12,1.3,65,100,0.9874,3.26,0.37,13.5,"Little"
"Low",6.7,0.42,0.39,12.1,61,248,0.99794,3.31,0.58,9.7,"Little"
"Low",6.9,0.33,0.31,7.7,29,135,0.99226,3.11,0.57,12.3,"Little"
"High",6.3,0.15,0.3,1.4,38,100,0.99099,3.42,0.57,11.4,"Little"
"High",6.5,0.32,0.45,7.7,31,97,0.99134,3.2,0.7,12.7,"Little"
"Low",6.7,0.42,0.39,12.1,61,248,0.99794,3.31,0.58,9.7,"Little"
"Low",6.4,0.27,0.45,8.3,52,196,0.9955,3.18,0.48,9.5,"Lots"
"High",5.6,0.19,0.31,2.7,11,100,0.98964,3.46,0.4,13.2,"Little"
"Low",7.4,0.29,0.48,12.8,61.5,182,0.99808,3.02,0.34,8.8,"Little"
"Low",6.4,0.34,0.44,8.2,54,201,0.99551,3.18,0.48,9.5,"Little"
"Low",6.6,0.27,0.52,8.1,53,202,0.99548,3.18,0.48,9.5,"Little"
"Low",6.4,0.27,0.45,8.3,52,196,0.9955,3.18,0.48,9.5,"Lots"
"Low",6.5,0.26,0.5,8,46,197,0.99536,3.18,0.47,9.5,"Lots"
"Low",5.5,0.24,0.45,1.7,22,113,0.99224,3.22,0.48,10,"Little"
"Low",7,0.39,0.21,10.7,13,91,0.99657,3.03,0.47,9.3,"Lots"
"Low",7.9,0.21,0.39,2,21,138,0.99176,3.05,0.52,10.9,"Lots"
"Low",7,0.3,0.28,2.2,21,177,0.99166,3.2,0.57,11.4,"Little"
"Low",8.1,0.2,0.3,1.3,7,49,0.99242,2.99,0.73,10.3,"Little"
"Low",7.9,0.21,0.39,2,21,138,0.99176,3.05,0.52,10.9,"Lots"
"Low",8.1,0.2,0.3,1.3,7,49,0.99242,2.99,0.73,10.3,"Little"
"Low",7,0.39,0.21,10.7,13,91,0.99657,3.03,0.47,9.3,"Lots"
"Low",6.8,0.21,0.62,6.4,7,113,0.99358,2.96,0.59,10.2,"Little"
"Low",6.8,0.26,0.34,15.1,42,162,0.99705,3.24,0.52,10.5,"Lots"
"Low",7.2,0.28,0.38,2,23,156,0.9912,3.13,0.52,11.1,"Lots"
"Low",7.9,0.21,0.39,2,21,138,0.99176,3.05,0.52,10.9,"Lots"
"Low",7,0.3,0.28,2.2,21,177,0.99166,3.2,0.57,11.4,"Little"
"Low",7.4,0.34,0.28,12.1,31,149,0.99677,3.22,0.49,10.3,"Little"
"High",6.3,0.43,0.32,8.8,18,106,0.99172,3.28,0.33,12.9,"Little"
"Low",6.8,0.41,0.3,8.8,28,131,0.9953,3.12,0.59,9.9,"Little"
"Low",6.3,0.3,0.2,3.7,34,132,0.99158,3,0.38,10.7,"Little"
"Low",6.7,0.26,0.49,8.1,48,197,0.99558,3.19,0.48,9.5,"Lots"
"High",7.3,0.24,0.3,2.5,31,104,0.9911,3.05,0.56,11.3,"Little"
"Low",5.1,0.23,0.18,1,13,99,0.98956,3.22,0.39,11.5,"Lots"
"High",7.1,0.44,0.23,5.8,24,100,0.99062,3.15,0.57,13.2,"Little"
"High",4.8,0.26,0.23,10.6,23,111,0.99274,3.46,0.28,11.5,"Little"
"Low",6.8,0.31,0.19,3.5,30,130,0.993,2.83,0.44,9.6,"Lots"
"Low",6.8,0.31,0.19,3.5,30,130,0.993,2.83,0.44,9.6,"Lots"
"Low",6.5,0.41,0.22,4.8,49,142,0.9946,3.14,0.62,9.2,"Lots"
"Low",6.2,0.31,0.23,3.3,34,113,0.99429,3.16,0.48,8.4,"Lots"
"Low",6.5,0.41,0.22,4.8,49,142,0.9946,3.14,0.62,9.2,"Lots"
"Low",6.2,0.31,0.23,3.3,34,113,0.99429,3.16,0.48,8.4,"Lots"
"High",7.5,0.34,0.28,4,46,100,0.98958,3.2,0.5,13.2,"Little"
"Low",6.4,0.32,0.23,16.2,36,176,0.9986,3.26,0.54,9.1,"Lots"
"Low",6.4,0.32,0.23,16.2,36,176,0.9986,3.26,0.54,9.1,"Lots"
"Low",8.2,0.31,0.43,7,18,87,0.99628,3.23,0.64,10.6,"Little"
"High",5.9,0.17,0.29,3.1,32,123,0.98913,3.41,0.33,13.7,"Little"
"High",6.6,0.32,0.26,4.6,26,120,0.99198,3.4,0.73,12.5,"Little"
"Low",7.3,0.25,0.26,7.2,52,207,0.99587,3.12,0.37,9.2,"Little"
"Low",7.3,0.25,0.26,7.2,52,207,0.99587,3.12,0.37,9.2,"Little"
"High",6.6,0.39,0.22,4,17,98,0.99018,3.25,0.53,13,"Little"
"Low",7.3,0.25,0.26,7.2,52,207,0.99587,3.12,0.37,9.2,"Little"
"Low",7.3,0.36,0.54,13.3,63,193,0.99864,3.06,0.49,8.6,"Lots"
"Low",7.6,0.37,0.51,11.7,58,181,0.99776,2.91,0.51,9,"Lots"
"Low",6.7,0.26,0.51,8,50,194,0.99545,3.13,0.5,9.6,"Lots"
"High",7.4,0.22,0.27,1.6,45,98,0.99299,3.29,0.44,9.9,"Lots"
"Low",6.1,0.22,0.28,16.55,54,135,0.99665,3.2,0.38,10.5,"Lots"
"Low",7.1,0.28,0.31,1.5,20,98,0.99069,3.15,0.5,11.4,"Lots"
"Low",6.5,0.35,0.31,10.2,58,170,0.99692,3.18,0.49,9.4,"Lots"
"Low",6.8,0.73,0.2,6.6,25,65,0.99324,3.12,0.28,11.1,"Lots"
"Low",7.1,0.2,0.37,1.5,28,129,0.99226,3.15,0.52,10.8,"Little"
"Low",7.1,0.2,0.37,1.5,28,129,0.99226,3.15,0.52,10.8,"Little"
"Low",6,0.21,0.3,8.7,47,127,0.99368,3.18,0.39,10.6,"Little"
"Low",7,0.34,0.1,3.5,17,63,0.9937,3.01,0.39,9.2,"Little"
"High",8.5,0.23,0.34,1.3,54,110,0.99176,3.07,0.55,11,"Little"
"Low",6,0.21,0.3,8.7,47,127,0.99368,3.18,0.39,10.6,"Little"
"Low",7,0.34,0.1,3.5,17,63,0.9937,3.01,0.39,9.2,"Little"
"Low",4.8,0.65,0.12,1.1,4,10,0.99246,3.32,0.36,13.5,"Little"
"High",5,0.455,0.18,1.9,33,106,0.98746,3.21,0.83,14,"Little"
"High",6.5,0.33,0.3,3.8,34,88,0.99028,3.25,0.63,12.5,"Little"
"High",6.5,0.33,0.3,3.8,34,88,0.99028,3.25,0.63,12.5,"Little"
"High",6.7,0.31,0.3,2.4,30,83,0.98867,3.09,0.36,12.8,"Little"
"High",6.2,0.39,0.24,4.8,45,138,0.99174,3.23,0.43,11.2,"Little"
"High",6.2,0.39,0.24,4.8,45,138,0.99174,3.23,0.43,11.2,"Little"
"High",6.5,0.33,0.3,3.8,34,88,0.99028,3.25,0.63,12.5,"Little"
"High",6.2,0.39,0.24,4.8,45,138,0.99174,3.23,0.43,11.2,"Little"
"High",4.7,0.455,0.18,1.9,33,106,0.98746,3.21,0.83,14,"Little"
"Low",6.2,0.28,0.51,7.9,49,206,0.9956,3.18,0.52,9.4,"Lots"
"High",6.4,0.35,0.28,1.6,31,113,0.98779,3.12,0.4,14.2,"Little"
"Low",7.3,0.36,0.34,14.8,46,173,0.99751,3.14,0.57,10.2,"Lots"
"High",6.7,0.31,0.3,2.4,30,83,0.98867,3.09,0.36,12.8,"Little"
"Low",8.6,0.31,0.3,0.9,16,109,0.99249,2.95,0.39,10.1,"Little"
"Low",8.6,0.31,0.3,0.9,16,109,0.99249,2.95,0.39,10.1,"Little"
"Low",8.6,0.22,0.33,1.2,38,95,0.99239,2.83,0.31,10.3,"Little"
"Low",6.5,0.22,0.31,3.9,17,106,0.99098,3.15,0.31,11.5,"Little"
"Low",6.6,0.32,0.47,15.6,27,173,0.99872,3.18,0.56,9,"Lots"
"Low",6.6,0.32,0.47,15.6,27,173,0.99872,3.18,0.56,9,"Lots"
"High",6.9,0.22,0.28,7.8,43,116,0.99326,3.22,0.6,11.5,"Lots"
"Low",8.7,0.31,0.21,5.6,28,67,0.99328,2.96,0.52,11,"Little"
"Low",7,0.46,0.2,16.7,50,184,0.99898,3.08,0.56,9.4,"Little"
"Low",6.5,0.36,0.36,6.7,51.5,151,0.99528,3.17,0.42,9.3,"Lots"
"Low",6.9,0.4,0.37,8.9,36,148,0.996,3.16,0.5,9.3,"Lots"
"Low",4.9,0.345,0.34,1,32,143,0.99138,3.24,0.4,10.1,"Lots"
"High",6.1,0.3,0.32,2.2,41,142,0.98952,3.31,0.44,12.7,"Little"
"Low",5.7,0.14,0.3,5.4,26,105,0.99469,3.32,0.45,9.3,"Little"
"Low",6.9,0.4,0.37,8.9,36,148,0.996,3.16,0.5,9.3,"Lots"
"Low",4.9,0.345,0.34,1,32,143,0.99138,3.24,0.4,10.1,"Lots"
"Low",6.3,0.33,0.2,17.9,36,161,0.9991,3.14,0.51,8.8,"Lots"
"High",8.4,0.22,0.3,1.3,45,122,0.99178,3.13,0.54,10.8,"Little"
"Low",6.3,0.33,0.2,17.9,36,161,0.9991,3.14,0.51,8.8,"Lots"
"Low",5.4,0.24,0.18,2.3,22,145,0.99207,3.24,0.46,10.3,"Lots"
"Low",7.7,0.31,0.36,4.3,15,87,0.99152,3.11,0.48,12,"Little"
"Low",7.6,0.39,0.46,11.7,55,170,0.99773,2.91,0.51,9,"Lots"
"High",7.2,0.58,0.27,5.8,40,118,0.99088,3.17,0.53,13,"Little"
"High",6,0.34,0.32,3.8,13,116,0.99108,3.39,0.44,11.8,"Little"
"Low",7.5,0.35,0.48,12.4,61,176.5,0.99803,2.97,0.52,8.8,"Lots"
"Low",7.3,0.38,0.23,6.5,18,102,0.99304,3.1,0.55,11.2,"Lots"
"Low",6.3,0.27,0.51,7.6,35,200,0.99548,3.16,0.54,9.4,"Little"
"High",6.7,0.18,0.31,10.6,42,143,0.99572,3.08,0.49,9.8,"Little"
"Low",6.3,0.27,0.51,7.6,35,200,0.99548,3.16,0.54,9.4,"Little"
"High",6.1,0.24,0.26,1.7,61,134,0.9903,3.19,0.81,11.9,"Little"
"High",7,0.32,0.29,7.6,35,124,0.99162,3.15,0.65,12.8,"Little"
"High",6.5,0.29,0.53,1.7,41,192,0.9922,3.26,0.59,10.4,"Little"
"Low",6.1,0.22,0.25,12.1,54,135,0.99481,3.21,0.4,10.7,"Little"
"High",6.3,0.22,0.27,4.5,81,157,0.9928,3.05,0.76,10.7,"Little"
"High",6.1,0.24,0.26,1.7,61,134,0.9903,3.19,0.81,11.9,"Little"
"High",7,0.32,0.29,7.6,35,124,0.99162,3.15,0.65,12.8,"Little"
"Low",6.9,0.2,0.41,1.1,36,104,0.99317,2.99,0.39,9.2,"Lots"
"High",6.7,0.19,0.32,3.7,26,76,0.99173,2.9,0.57,10.5,"Little"
"High",6.7,0.28,0.34,8.9,32,111,0.99455,3.25,0.54,11,"Little"
"High",6.7,0.28,0.34,8.9,32,111,0.99455,3.25,0.54,11,"Little"
"Low",8,0.37,0.31,4.7,3,127,0.99186,2.9,0.72,12.1,"Little"
"High",6.7,0.28,0.34,8.9,32,111,0.99455,3.25,0.54,11,"Little"
"High",6,0.26,0.29,3.1,37,144,0.98944,3.22,0.39,12.8,"Little"
"Low",6.4,0.25,0.57,1,21,122,0.99238,3,0.4,9.5,"Lots"
"High",6.5,0.38,0.26,5.2,33,112,0.99067,3.06,0.5,12.3,"Little"
"Low",6.4,0.25,0.57,1,21,122,0.99238,3,0.4,9.5,"Lots"
"High",6,0.26,0.29,3.1,37,144,0.98944,3.22,0.39,12.8,"Little"
"Low",6.2,0.32,0.12,4.8,6,97,0.99424,3.16,0.5,9.3,"Lots"
"Low",7.2,0.4,0.24,8.5,45,151,0.99626,3.2,0.52,9.2,"Lots"
"Low",6.2,0.32,0.12,4.8,6,97,0.99424,3.16,0.5,9.3,"Lots"
"Low",6.4,0.37,0.12,5.9,6,91,0.99536,3.06,0.46,8.4,"Lots"
"Low",7,0.23,0.42,1.1,35,100,0.99318,3.04,0.4,9.2,"Lots"
"Low",7.2,0.4,0.24,8.5,45,151,0.99626,3.2,0.52,9.2,"Lots"
"Low",6.4,0.26,0.26,1.1,22,176,0.99304,3.09,0.54,9.3,"Lots"
"Low",6.9,0.19,0.38,1.15,30,105,0.99047,3.11,0.38,11.4,"Little"
"Low",6.4,0.29,0.57,1,15,120,0.9924,3.06,0.41,9.5,"Lots"
"Low",6.8,0.27,0.22,17.8,16,116,0.9989,3.07,0.53,9.2,"Little"
"Low",6.8,0.27,0.22,17.8,16,116,0.9989,3.07,0.53,9.2,"Little"
"Low",7.3,0.33,0.22,1.4,40,177,0.99287,3.14,0.48,9.9,"Little"
"Low",7.3,0.34,0.22,1.4,43,176,0.99286,3.14,0.46,9.9,"Little"
"Low",6.4,0.29,0.57,1,15,120,0.9924,3.06,0.41,9.5,"Lots"
"Low",6.1,1.1,0.16,4.4,8,109,0.99058,3.35,0.47,12.4,"Little"
"Low",6.3,0.24,0.29,1.6,48,185,0.9934,3.21,0.5,9.4,"Lots"
"Low",6.2,0.24,0.22,7.9,45,149,0.99545,3.23,0.52,9.3,"Lots"
"High",7.4,0.16,0.27,15.5,25,135,0.9984,2.9,0.43,8.7,"Lots"
"High",7.4,0.16,0.27,15.5,25,135,0.9984,2.9,0.43,8.7,"Lots"
"High",7.4,0.16,0.27,15.5,25,135,0.9984,2.9,0.43,8.7,"Lots"
"High",7.4,0.16,0.27,15.5,25,135,0.9984,2.9,0.43,8.7,"Lots"
"High",7.2,0.17,0.28,17.55,33,154,0.99971,2.94,0.43,9,"Lots"
"High",7.4,0.16,0.27,15.5,25,135,0.9984,2.9,0.43,8.7,"Lots"
"Low",6.2,0.24,0.22,7.9,45,149,0.99545,3.23,0.52,9.3,"Lots"
"High",7.4,0.16,0.27,15.5,25,135,0.9984,2.9,0.43,8.7,"Lots"
"High",7.2,0.17,0.28,17.55,33,154,0.99971,2.94,0.43,9,"Lots"
"Low",6.5,0.43,0.18,13.15,25,131,0.99565,3.23,0.51,10.7,"Little"
"Low",6.4,0.41,0.01,6.1,20,70,0.99362,3.19,0.42,10,"Little"
"Low",6.4,0.41,0.01,6.1,20,70,0.99362,3.19,0.42,10,"Little"
"Low",6.1,0.17,0.21,1.9,44,130,0.99255,3.07,0.41,9.7,"Lots"
"Low",5.5,0.28,0.21,1.6,23,85,0.99027,3.42,0.42,12.5,"Little"
"High",6.6,0.5,0.26,11.3,32,110,0.99302,3.27,0.78,12.9,"Little"
"Low",6.9,0.38,0.28,8.3,22,166,0.99506,3.16,0.72,10.6,"Lots"
"Low",6.1,0.28,0.27,8,41,162,0.99498,3.21,0.51,9.9,"Little"
"High",7.5,0.16,0.38,12.7,70.5,163,0.99706,3.15,0.82,10.4,"Little"
"Low",6.5,0.36,0.16,1.3,11,107,0.99398,3.19,0.39,8.5,"Lots"
"Low",6.6,0.35,0.19,10.5,15,82,0.99588,3.13,0.38,9.9,"Lots"
"Low",7.4,0.37,0.26,9.6,33,134,0.99608,3.13,0.46,10.4,"Lots"
"Low",6.2,0.3,0.32,1.2,32,185,0.99266,3.28,0.44,10.1,"Lots"
"High",6.5,0.33,0.24,14.5,20,96,0.99456,3.06,0.3,11.5,"Little"
"High",6.4,0.25,0.28,4.9,29,98,0.99024,3.09,0.58,12.8,"Little"
"Low",8,0.25,0.35,1.1,13,136,0.99366,3.08,0.55,9.5,"Lots"
"Low",6.6,0.21,0.34,5.6,30,140,0.99299,3.22,0.38,11,"Little"
"Low",6.9,0.37,0.23,9.5,54,166,0.99568,3.23,0.42,10,"Lots"
"Low",6.9,0.37,0.23,9.5,54,166,0.99568,3.23,0.42,10,"Lots"
"High",5.7,0.31,0.28,4.1,22,86,0.99062,3.31,0.38,11.7,"Little"
"High",6.9,0.45,0.27,4.7,17,80,0.99058,3.12,0.36,12.5,"Little"
"High",6.9,0.3,0.45,1.4,36,122,0.99059,3.07,0.47,11.1,"Little"
"Low",5.3,0.23,0.56,0.9,46,141,0.99119,3.16,0.62,9.7,"Little"
"Low",7.6,0.4,0.27,1.2,23,193,0.99164,3.22,0.38,11.6,"Lots"
"High",6.5,0.43,0.31,3.6,19,143,0.99022,3.15,0.34,12,"Little"
"High",6.5,0.4,0.31,3.5,22,147,0.99024,3.15,0.31,12,"Little"
"Low",7.4,0.28,0.5,12.1,48,122,0.9973,3.01,0.44,9,"Little"
"High",6,0.13,0.36,1.6,23,72,0.98974,3.1,0.5,11.5,"Lots"
"Low",6.3,0.17,0.23,5.7,44,147,0.99382,3.08,0.54,10,"Little"
"Low",6.3,0.18,0.22,5.6,45,147,0.99383,3.09,0.54,10,"Little"
"Low",6.7,0.31,0.34,6.8,51,215,0.99538,3.33,0.56,10.3,"Lots"
"Low",6.6,0.33,0.32,15.6,62,227,0.99734,3.25,0.56,10.4,"Lots"
"High",6.3,0.34,0.31,6,18,68,0.98981,3.22,0.29,13.4,"Little"
"Low",7.4,0.31,0.26,8.6,47,206,0.9964,3.26,0.36,9.1,"Little"
"Low",7.4,0.31,0.26,8.6,47,206,0.9964,3.26,0.36,9.1,"Little"
"Low",5.9,0.26,0.24,2.4,27,132,0.99234,3.63,0.73,11.3,"Little"
"Low",7.4,0.31,0.26,8.6,47,206,0.9964,3.26,0.36,9.1,"Little"
"High",6.8,0.18,0.35,5.4,53,143,0.99287,3.1,0.54,11,"Lots"
"High",7.1,0.13,0.29,15.5,56,115.5,0.99737,3.16,0.41,9.7,"Lots"
"High",6.8,0.18,0.35,5.4,53,143,0.99287,3.1,0.54,11,"Lots"
"High",5.8,0.24,0.28,1.4,40,76,0.98711,3.1,0.29,13.9,"Little"
"Low",7.6,0.48,0.31,9.4,6,194,0.99714,3.07,0.61,9.4,"Little"
"Low",6.1,0.3,0.47,1.4,50,187,0.9927,3.19,0.45,9.5,"Little"
"Low",6.2,0.32,0.5,6.5,61,186,0.9948,3.19,0.45,9.6,"Little"
"Low",6.1,0.3,0.47,1.4,50,187,0.9927,3.19,0.45,9.5,"Little"
"Low",6.3,0.34,0.52,6.3,63,186,0.99481,3.18,0.44,9.6,"Little"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"Low",7.2,0.26,0.38,1.5,12,120,0.99192,3.18,0.46,10.4,"Lots"
"Low",7,0.31,0.35,1.6,13,119,0.99184,3.22,0.5,10.7,"Lots"
"High",6.6,0.22,0.35,1.4,23,83,0.99019,3.17,0.48,12,"Lots"
"High",5.8,0.23,0.31,3.5,35,158,0.98998,3.19,0.37,12.1,"Little"
"High",6.3,0.17,0.32,1,39,118,0.98886,3.31,0.4,13.1,"Little"
"High",6.7,0.21,0.34,1.5,45,123,0.98949,3.24,0.36,12.6,"Little"
"High",7.4,0.16,0.3,13.7,33,168,0.99825,2.9,0.44,8.7,"Lots"
"Low",6.6,0.22,0.37,1.6,31,101,0.99009,3.15,0.66,12,"Little"
"Low",7.1,0.34,0.86,1.4,36,99,0.99288,2.92,0.5,9.3,"Lots"
"High",6.9,0.35,0.39,2.4,25,157,0.99133,3.2,0.54,11.1,"Little"
"High",5.8,0.19,0.33,4.2,49,133,0.99107,3.16,0.42,11.3,"Little"
"Low",6.9,0.24,0.4,15.4,81,198,0.9986,3.2,0.69,9.4,"Lots"
"High",6.2,0.3,0.3,2.5,29,82,0.99065,3.31,0.61,11.8,"Little"
"High",6.4,0.33,0.28,4,24,81,0.9903,3.26,0.64,12.6,"Little"
"Low",6.9,0.24,0.4,15.4,81,198,0.9986,3.2,0.69,9.4,"Lots"
"Low",7.6,0.27,0.32,1.2,23,72,0.99236,3.06,0.68,10.5,"Little"
"Low",6.4,0.21,0.21,5.1,21,105,0.9939,3.07,0.46,9.6,"Lots"
"Low",7.8,0.27,0.35,1.2,36,140,0.99138,3.09,0.45,11.2,"Lots"
"High",7.1,0.45,0.24,2.7,24,87,0.98862,2.94,0.38,13.4,"Little"
"Low",6.3,0.3,0.48,7.4,34,149,0.99472,3.18,0.53,9.8,"Lots"
"Low",7.9,0.36,0.53,12.9,63,139,0.99792,2.94,0.45,9.1,"Little"
"Low",6.2,0.3,0.32,1.3,27,183,0.99266,3.3,0.43,10.1,"Lots"
"High",6.1,0.25,0.3,1.2,42,107,0.991,3.34,0.56,10.8,"Little"
"Low",6.6,0.31,0.37,6.2,13,164,0.99602,3.24,0.39,8.8,"Lots"
"Low",6.5,0.38,0.53,1.4,5,69,0.9926,3.14,0.52,10.1,"Lots"
"Low",7,0.44,0.24,12.1,68,210,0.99718,3.05,0.5,9.5,"Lots"
"Low",7,0.44,0.24,12.1,68,210,0.99718,3.05,0.5,9.5,"Lots"
"Low",7,0.44,0.24,12.1,68,210,0.99718,3.05,0.5,9.5,"Lots"
"Low",6.1,0.38,0.14,3.9,27,113,0.99344,3.07,0.34,9.2,"Lots"
"Low",7,0.44,0.24,12.1,68,210,0.99718,3.05,0.5,9.5,"Lots"
"Low",6.1,0.38,0.14,3.9,27,113,0.99344,3.07,0.34,9.2,"Lots"
"Low",5.3,0.43,0.11,1.1,6,51,0.99076,3.51,0.48,11.2,"Little"
"High",5.4,0.22,0.35,6.5,26,87,0.99092,3.29,0.44,12.5,"Little"
"Low",6.2,0.345,0.27,10.1,38,187,0.99486,3.31,0.56,10.6,"Lots"
"High",5.6,0.255,0.57,10.7,66,171,0.99464,3.25,0.61,10.4,"Lots"
"High",5.2,0.2,0.27,3.2,16,93,0.99235,3.44,0.53,10.1,"Little"
"Low",6.4,0.29,0.18,15,21,116,0.99736,3.14,0.5,9.2,"Little"
"Low",6.4,0.29,0.18,15,21,116,0.99736,3.14,0.5,9.2,"Little"
"Low",7.5,0.23,0.3,1.2,27,80,0.99192,3.05,0.68,10.5,"Little"
"Low",6.4,0.29,0.18,15,21,116,0.99736,3.14,0.5,9.2,"Little"
"High",5.7,0.28,0.36,1.8,38,90,0.99002,3.27,0.98,11.9,"Little"
"High",5.9,0.22,0.29,4.2,69,144,0.99214,3.13,0.74,10.8,"Little"
"Low",7.6,0.36,0.48,13.5,44,116,0.9982,3.04,0.48,9.2,"Little"
"Low",7.6,0.35,0.47,13.3,42,116,0.99822,3.04,0.5,9.2,"Little"
"Low",5.3,0.47,0.1,1.3,11,74,0.99082,3.48,0.54,11.2,"Little"
"Low",7.5,0.29,0.24,9.9,25,115,0.99567,3.15,0.46,10.9,"Lots"
"Low",6,0.33,0.26,5.1,16,119,0.99416,3.15,0.41,9.2,"Lots"
"Low",6,0.33,0.26,5.1,16,119,0.99416,3.15,0.41,9.2,"Lots"
"Low",5.8,0.32,0.23,1.5,39,121,0.9887,2.96,0.35,12,"Little"
"High",6,0.31,0.27,2.3,19,120,0.98952,3.32,0.41,12.7,"Little"
"High",6,0.31,0.27,2.3,19,120,0.98952,3.32,0.41,12.7,"Little"
"High",6,0.29,0.27,2.3,20,117,0.9895,3.31,0.41,12.7,"Little"
"Low",7.1,0.46,0.23,13.7,44,192,0.9981,3.11,0.53,9.4,"Little"
"Low",6.9,0.42,0.2,15.4,57,201,0.99848,3.08,0.54,9.4,"Little"
"High",5.2,0.31,0.2,2.4,27,117,0.98886,3.56,0.45,13,"Little"
"Low",7.2,0.22,0.35,5.5,37,183,0.99474,3.08,0.5,10.3,"Lots"
"Low",5.6,0.18,0.29,2.3,5,47,0.99126,3.07,0.45,10.1,"Little"
"Low",5.7,0.26,0.24,17.8,23,124,0.99773,3.3,0.5,10.1,"Lots"
"Low",5.7,0.26,0.24,17.8,23,124,0.99773,3.3,0.5,10.1,"Lots"
"Low",7.6,0.28,0.17,1.6,28,117,0.99288,3.08,0.43,10,"Little"
"Low",5.7,0.26,0.24,17.8,23,124,0.99773,3.3,0.5,10.1,"Lots"
"Low",7.2,0.21,0.36,15.7,68,183,0.99922,3.25,0.76,9.4,"Little"
"Low",7.2,0.21,0.36,15.7,68,183,0.99922,3.25,0.76,9.4,"Little"
"Low",7.4,0.22,0.28,9,22,121,0.99468,3.1,0.55,10.8,"Little"
"Low",7.2,0.21,0.36,15.7,68,183,0.99922,3.25,0.76,9.4,"Little"
"Low",6.4,0.29,0.3,6.5,62,156,0.99478,3.1,0.4,9.4,"Lots"
"Low",7.2,0.34,0.23,8.9,22,155,0.99692,3.01,0.58,9.5,"Lots"
"High",6.5,0.22,0.27,1.6,36,116,0.99178,3.38,0.57,11,"Little"
"Low",7.1,0.23,0.28,1.9,33,103,0.98997,3.12,0.31,12,"Little"
"High",6.3,0.41,0.22,7.3,23,117,0.99172,3.2,0.39,11.94,"Little"
"High",6.7,0.41,0.24,5.4,33,115,0.9901,3.12,0.44,12.8933333,"Little"
"Low",7.2,0.585,0.2,10.4,17,94,0.99681,3.13,0.4,9.4,"Lots"
"High",6.7,0.34,0.26,1.9,58,138,0.9893,3,0.47,12.2,"Little"
"High",6.3,0.41,0.22,7.3,23,117,0.99172,3.2,0.39,11.94,"Little"
"High",6.7,0.41,0.24,5.4,33,115,0.9901,3.12,0.44,12.8933333,"Little"
"Low",6.4,0.26,0.35,7.7,45,191,0.99527,3.16,0.5,9.5,"Lots"
"High",7.4,0.16,0.33,1.2,47,121,0.99198,3.04,0.68,10.5,"Little"
"Low",6.4,0.24,0.26,8.2,47,182,0.99538,3.12,0.5,9.5,"Lots"
"Low",7.4,0.38,0.34,8.3,44,168,0.99627,3.11,0.52,9.2,"Lots"
"Low",6.4,0.24,0.26,8.2,47,182,0.99538,3.12,0.5,9.5,"Lots"
"Low",6.4,0.42,0.19,9.3,28,145,0.99433,3.23,0.53,10.98,"Little"
"Low",6.4,0.23,0.26,8.1,47,181,0.9954,3.12,0.49,9.4,"Lots"
"Low",6.4,0.24,0.26,8.2,47,182,0.99538,3.12,0.5,9.5,"Lots"
"Low",7.4,0.38,0.34,8.3,44,168,0.99627,3.11,0.52,9.2,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",6.8,0.24,0.29,2,15,96,0.99232,3.23,0.64,10.4,"Little"
"High",7.3,0.19,0.27,13.9,45,155,0.99807,2.94,0.41,8.8,"Lots"
"High",7.1,0.23,0.3,2.6,62,148,0.99121,3.03,0.56,11.3,"Little"
"Low",7.2,0.34,0.28,10.4,43,187,0.99738,2.96,0.57,9.4,"Lots"
"Low",7.3,0.28,0.35,1.6,31,148,0.99178,3.18,0.47,10.7,"Lots"
